  0.33874494E+00  0.90893859E+00
  0.34595228E+00  0.90893859E+00
  0.35315962E+00  0.90893859E+00
  0.36036696E+00  0.90893859E+00
  0.36757430E+00  0.90893859E+00
  0.37478164E+00  0.90893859E+00
  0.38198898E+00  0.90893859E+00
  0.38919631E+00  0.90893859E+00
  0.39640365E+00  0.90893859E+00
  0.40361099E+00  0.90893859E+00
  0.41081833E+00  0.90893859E+00
  0.41802567E+00  0.90893859E+00
  0.42523301E+00  0.90893859E+00
  0.43244035E+00  0.90893859E+00
  0.43964769E+00  0.90893859E+00
  0.44685503E+00  0.90893859E+00
  0.45406237E+00  0.90893859E+00
  0.46126971E+00  0.90893859E+00
  0.46847705E+00  0.90893859E+00
  0.47568438E+00  0.90893859E+00
  0.48289172E+00  0.90893859E+00
  0.49009906E+00  0.90893859E+00
  0.49730640E+00  0.90893859E+00
  0.50451374E+00  0.90893859E+00
  0.51172108E+00  0.90893859E+00
  0.51892842E+00  0.90893859E+00
  0.52613576E+00  0.90893859E+00
  0.53334310E+00  0.90893859E+00
  0.54055044E+00  0.90893859E+00
  0.54775778E+00  0.90893859E+00
  0.55496512E+00  0.90893859E+00
  0.56217245E+00  0.90893859E+00
  0.56937979E+00  0.90893859E+00
  0.57658713E+00  0.90893859E+00
  0.58379447E+00  0.90893859E+00
  0.59100181E+00  0.90893859E+00
  0.59820915E+00  0.90893859E+00
  0.60541649E+00  0.90893859E+00
  0.61262383E+00  0.90893859E+00
  0.61983117E+00  0.90893859E+00
  0.62703851E+00  0.90893859E+00
  0.63424585E+00  0.90893859E+00
  0.64145319E+00  0.90893859E+00
  0.64866052E+00  0.90893859E+00
  0.65586786E+00  0.90893859E+00
  0.66307520E+00  0.90893859E+00
  0.67028254E+00  0.90893859E+00
  0.67748988E+00  0.90893859E+00
  0.68469722E+00  0.90893859E+00
  0.69190456E+00  0.90893859E+00
  0.00000000E+00  0.91938616E+00
  0.72073392E-02  0.91938616E+00
  0.14414678E-01  0.91938616E+00
  0.21622017E-01  0.91938616E+00
  0.28829357E-01  0.91938616E+00
  0.36036696E-01  0.91938616E+00
  0.43244035E-01  0.91938616E+00
  0.50451374E-01  0.91938616E+00
  0.57658713E-01  0.91938616E+00
  0.64866052E-01  0.91938616E+00
  0.72073392E-01  0.91938616E+00
  0.79280731E-01  0.91938616E+00
  0.86488070E-01  0.91938616E+00
  0.93695409E-01  0.91938616E+00
  0.10090275E+00  0.91938616E+00
  0.10811009E+00  0.91938616E+00
  0.11531743E+00  0.91938616E+00
  0.12252477E+00  0.91938616E+00
  0.12973210E+00  0.91938616E+00
  0.13693944E+00  0.91938616E+00
  0.14414678E+00  0.91938616E+00
  0.15135412E+00  0.91938616E+00
  0.15856146E+00  0.91938616E+00
  0.16576880E+00  0.91938616E+00
  0.17297614E+00  0.91938616E+00
  0.18018348E+00  0.91938616E+00
  0.18739082E+00  0.91938616E+00
  0.19459816E+00  0.91938616E+00
  0.20180550E+00  0.91938616E+00
  0.20901284E+00  0.91938616E+00
  0.21622017E+00  0.91938616E+00
  0.22342751E+00  0.91938616E+00
  0.23063485E+00  0.91938616E+00
  0.23784219E+00  0.91938616E+00
  0.24504953E+00  0.91938616E+00
  0.25225687E+00  0.91938616E+00
  0.25946421E+00  0.91938616E+00
  0.26667155E+00  0.91938616E+00
  0.27387889E+00  0.91938616E+00
  0.28108623E+00  0.91938616E+00
  0.28829357E+00  0.91938616E+00
  0.29550091E+00  0.91938616E+00
  0.30270824E+00  0.91938616E+00
  0.30991558E+00  0.91938616E+00
  0.31712292E+00  0.91938616E+00
  0.32433026E+00  0.91938616E+00
  0.33153760E+00  0.91938616E+00
  0.33874494E+00  0.91938616E+00
  0.34595228E+00  0.91938616E+00
  0.35315962E+00  0.91938616E+00
  0.36036696E+00  0.91938616E+00
  0.36757430E+00  0.91938616E+00
  0.37478164E+00  0.91938616E+00
  0.38198898E+00  0.91938616E+00
  0.38919631E+00  0.91938616E+00
  0.39640365E+00  0.91938616E+00
  0.40361099E+00  0.91938616E+00
  0.41081833E+00  0.91938616E+00
  0.41802567E+00  0.91938616E+00
  0.42523301E+00  0.91938616E+00
  0.43244035E+00  0.91938616E+00
  0.43964769E+00  0.91938616E+00
  0.44685503E+00  0.91938616E+00
  0.45406237E+00  0.91938616E+00
  0.46126971E+00  0.91938616E+00
  0.46847705E+00  0.91938616E+00
  0.47568438E+00  0.91938616E+00
  0.48289172E+00  0.91938616E+00
  0.49009906E+00  0.91938616E+00
  0.49730640E+00  0.91938616E+00
  0.50451374E+00  0.91938616E+00
  0.51172108E+00  0.91938616E+00
  0.51892842E+00  0.91938616E+00
  0.52613576E+00  0.91938616E+00
  0.53334310E+00  0.91938616E+00
  0.54055044E+00  0.91938616E+00
  0.54775778E+00  0.91938616E+00
  0.55496512E+00  0.91938616E+00
  0.56217245E+00  0.91938616E+00
  0.56937979E+00  0.91938616E+00
  0.57658713E+00  0.91938616E+00
  0.58379447E+00  0.91938616E+00
  0.59100181E+00  0.91938616E+00
  0.59820915E+00  0.91938616E+00
  0.60541649E+00  0.91938616E+00
  0.61262383E+00  0.91938616E+00
  0.61983117E+00  0.91938616E+00
  0.62703851E+00  0.91938616E+00
  0.63424585E+00  0.91938616E+00
  0.64145319E+00  0.91938616E+00
  0.64866052E+00  0.91938616E+00
  0.65586786E+00  0.91938616E+00
  0.66307520E+00  0.91938616E+00
  0.67028254E+00  0.91938616E+00
  0.67748988E+00  0.91938616E+00
  0.68469722E+00  0.91938616E+00
  0.69190456E+00  0.91938616E+00
  0.00000000E+00  0.92983373E+00
  0.72073392E-02  0.92983373E+00
  0.14414678E-01  0.92983373E+00
  0.21622017E-01  0.92983373E+00
  0.28829357E-01  0.92983373E+00
  0.36036696E-01  0.92983373E+00
  0.43244035E-01  0.92983373E+00
  0.50451374E-01  0.92983373E+00
  0.57658713E-01  0.92983373E+00
  0.64866052E-01  0.92983373E+00
  0.72073392E-01  0.92983373E+00
  0.79280731E-01  0.92983373E+00
  0.86488070E-01  0.92983373E+00
  0.93695409E-01  0.92983373E+00
  0.10090275E+00  0.92983373E+00
  0.10811009E+00  0.92983373E+00
  0.11531743E+00  0.92983373E+00
  0.12252477E+00  0.92983373E+00
  0.12973210E+00  0.92983373E+00
  0.13693944E+00  0.92983373E+00
  0.14414678E+00  0.92983373E+00
  0.15135412E+00  0.92983373E+00
  0.15856146E+00  0.92983373E+00
  0.16576880E+00  0.92983373E+00
  0.17297614E+00  0.92983373E+00
  0.18018348E+00  0.92983373E+00
  0.18739082E+00  0.92983373E+00
  0.19459816E+00  0.92983373E+00
  0.20180550E+00  0.92983373E+00
  0.20901284E+00  0.92983373E+00
  0.21622017E+00  0.92983373E+00
  0.22342751E+00  0.92983373E+00
  0.23063485E+00  0.92983373E+00
  0.23784219E+00  0.92983373E+00
  0.24504953E+00  0.92983373E+00
  0.25225687E+00  0.92983373E+00
  0.25946421E+00  0.92983373E+00
  0.26667155E+00  0.92983373E+00
  0.27387889E+00  0.92983373E+00
  0.28108623E+00  0.92983373E+00
  0.28829357E+00  0.92983373E+00
  0.29550091E+00  0.92983373E+00
  0.30270824E+00  0.92983373E+00
  0.30991558E+00  0.92983373E+00
  0.31712292E+00  0.92983373E+00
  0.32433026E+00  0.92983373E+00
  0.33153760E+00  0.92983373E+00
  0.33874494E+00  0.92983373E+00
  0.34595228E+00  0.92983373E+00
  0.35315962E+00  0.92983373E+00
  0.36036696E+00  0.92983373E+00
  0.36757430E+00  0.92983373E+00
  0.37478164E+00  0.92983373E+00
  0.38198898E+00  0.92983373E+00
  0.38919631E+00  0.92983373E+00
  0.39640365E+00  0.92983373E+00
  0.40361099E+00  0.92983373E+00
  0.41081833E+00  0.92983373E+00
  0.41802567E+00  0.92983373E+00
  0.42523301E+00  0.92983373E+00
  0.43244035E+00  0.92983373E+00
  0.43964769E+00  0.92983373E+00
  0.44685503E+00  0.92983373E+00
  0.45406237E+00  0.92983373E+00
  0.46126971E+00  0.92983373E+00
  0.46847705E+00  0.92983373E+00
  0.47568438E+00  0.92983373E+00
  0.48289172E+00  0.92983373E+00
  0.49009906E+00  0.92983373E+00
  0.49730640E+00  0.92983373E+00
  0.50451374E+00  0.92983373E+00
  0.51172108E+00  0.92983373E+00
  0.51892842E+00  0.92983373E+00
  0.52613576E+00  0.92983373E+00
  0.53334310E+00  0.92983373E+00
  0.54055044E+00  0.92983373E+00
  0.54775778E+00  0.92983373E+00
  0.55496512E+00  0.92983373E+00
  0.56217245E+00  0.92983373E+00
  0.56937979E+00  0.92983373E+00
  0.57658713E+00  0.92983373E+00
  0.58379447E+00  0.92983373E+00
  0.59100181E+00  0.92983373E+00
  0.59820915E+00  0.92983373E+00
  0.60541649E+00  0.92983373E+00
  0.61262383E+00  0.92983373E+00
  0.61983117E+00  0.92983373E+00
  0.62703851E+00  0.92983373E+00
  0.63424585E+00  0.92983373E+00
  0.64145319E+00  0.92983373E+00
  0.64866052E+00  0.92983373E+00
  0.65586786E+00  0.92983373E+00
  0.66307520E+00  0.92983373E+00
  0.67028254E+00  0.92983373E+00
  0.67748988E+00  0.92983373E+00
  0.68469722E+00  0.92983373E+00
  0.69190456E+00  0.92983373E+00
  0.00000000E+00  0.94028130E+00
  0.72073392E-02  0.94028130E+00
  0.14414678E-01  0.94028130E+00
  0.21622017E-01  0.94028130E+00
  0.28829357E-01  0.94028130E+00
  0.36036696E-01  0.94028130E+00
  0.43244035E-01  0.94028130E+00
  0.50451374E-01  0.94028130E+00
  0.57658713E-01  0.94028130E+00
  0.64866052E-01  0.94028130E+00
  0.72073392E-01  0.94028130E+00
  0.79280731E-01  0.94028130E+00
  0.86488070E-01  0.94028130E+00
  0.93695409E-01  0.94028130E+00
  0.10090275E+00  0.94028130E+00
  0.10811009E+00  0.94028130E+00
  0.11531743E+00  0.94028130E+00
  0.12252477E+00  0.94028130E+00
  0.12973210E+00  0.94028130E+00
  0.13693944E+00  0.94028130E+00
  0.14414678E+00  0.94028130E+00
  0.15135412E+00  0.94028130E+00
  0.15856146E+00  0.94028130E+00
  0.16576880E+00  0.94028130E+00
  0.17297614E+00  0.94028130E+00
  0.18018348E+00  0.94028130E+00
  0.18739082E+00  0.94028130E+00
  0.19459816E+00  0.94028130E+00
  0.20180550E+00  0.94028130E+00
  0.20901284E+00  0.94028130E+00
  0.21622017E+00  0.94028130E+00
  0.22342751E+00  0.94028130E+00
  0.23063485E+00  0.94028130E+00
  0.23784219E+00  0.94028130E+00
  0.24504953E+00  0.94028130E+00
  0.25225687E+00  0.94028130E+00
  0.25946421E+00  0.94028130E+00
  0.26667155E+00  0.94028130E+00
  0.27387889E+00  0.94028130E+00
  0.28108623E+00  0.94028130E+00
  0.28829357E+00  0.94028130E+00
  0.29550091E+00  0.94028130E+00
  0.30270824E+00  0.94028130E+00
  0.30991558E+00  0.94028130E+00
  0.31712292E+00  0.94028130E+00
  0.32433026E+00  0.94028130E+00
  0.33153760E+00  0.94028130E+00
  0.33874494E+00  0.94028130E+00
  0.34595228E+00  0.94028130E+00
  0.35315962E+00  0.94028130E+00
  0.36036696E+00  0.94028130E+00
  0.36757430E+00  0.94028130E+00
  0.37478164E+00  0.94028130E+00
  0.38198898E+00  0.94028130E+00
  0.38919631E+00  0.94028130E+00
  0.39640365E+00  0.94028130E+00
  0.40361099E+00  0.94028130E+00
  0.41081833E+00  0.94028130E+00
  0.41802567E+00  0.94028130E+00
  0.42523301E+00  0.94028130E+00
  0.43244035E+00  0.94028130E+00
  0.43964769E+00  0.94028130E+00
  0.44685503E+00  0.94028130E+00
  0.45406237E+00  0.94028130E+00
  0.46126971E+00  0.94028130E+00
  0.46847705E+00  0.94028130E+00
  0.47568438E+00  0.94028130E+00
  0.48289172E+00  0.94028130E+00
  0.49009906E+00  0.94028130E+00
  0.49730640E+00  0.94028130E+00
  0.50451374E+00  0.94028130E+00
  0.51172108E+00  0.94028130E+00
  0.51892842E+00  0.94028130E+00
  0.52613576E+00  0.94028130E+00
  0.53334310E+00  0.94028130E+00
  0.54055044E+00  0.94028130E+00
  0.54775778E+00  0.94028130E+00
  0.55496512E+00  0.94028130E+00
  0.56217245E+00  0.94028130E+00
  0.56937979E+00  0.94028130E+00
  0.57658713E+00  0.94028130E+00
  0.58379447E+00  0.94028130E+00
  0.59100181E+00  0.94028130E+00
  0.59820915E+00  0.94028130E+00
  0.60541649E+00  0.94028130E+00
  0.61262383E+00  0.94028130E+00
  0.61983117E+00  0.94028130E+00
  0.62703851E+00  0.94028130E+00
  0.63424585E+00  0.94028130E+00
  0.64145319E+00  0.94028130E+00
  0.64866052E+00  0.94028130E+00
  0.65586786E+00  0.94028130E+00
  0.66307520E+00  0.94028130E+00
  0.67028254E+00  0.94028130E+00
  0.67748988E+00  0.94028130E+00
  0.68469722E+00  0.94028130E+00
  0.69190456E+00  0.94028130E+00
  0.00000000E+00  0.95072887E+00
  0.72073392E-02  0.95072887E+00
  0.14414678E-01  0.95072887E+00
  0.21622017E-01  0.95072887E+00
  0.28829357E-01  0.95072887E+00
  0.36036696E-01  0.95072887E+00
  0.43244035E-01  0.95072887E+00
  0.50451374E-01  0.95072887E+00
  0.57658713E-01  0.95072887E+00
  0.64866052E-01  0.95072887E+00
  0.72073392E-01  0.95072887E+00
  0.79280731E-01  0.95072887E+00
  0.86488070E-01  0.95072887E+00
  0.93695409E-01  0.95072887E+00
  0.10090275E+00  0.95072887E+00
  0.10811009E+00  0.95072887E+00
  0.11531743E+00  0.95072887E+00
  0.12252477E+00  0.95072887E+00
  0.12973210E+00  0.95072887E+00
  0.13693944E+00  0.95072887E+00
  0.14414678E+00  0.95072887E+00
  0.15135412E+00  0.95072887E+00
  0.15856146E+00  0.95072887E+00
  0.16576880E+00  0.95072887E+00
  0.17297614E+00  0.95072887E+00
  0.18018348E+00  0.95072887E+00
  0.18739082E+00  0.95072887E+00
  0.19459816E+00  0.95072887E+00
  0.20180550E+00  0.95072887E+00
  0.20901284E+00  0.95072887E+00
  0.21622017E+00  0.95072887E+00
  0.22342751E+00  0.95072887E+00
  0.23063485E+00  0.95072887E+00
  0.23784219E+00  0.95072887E+00
  0.24504953E+00  0.95072887E+00
  0.25225687E+00  0.95072887E+00
  0.25946421E+00  0.95072887E+00
  0.26667155E+00  0.95072887E+00
  0.27387889E+00  0.95072887E+00
  0.28108623E+00  0.95072887E+00
  0.28829357E+00  0.95072887E+00
  0.29550091E+00  0.95072887E+00
  0.30270824E+00  0.95072887E+00
  0.30991558E+00  0.95072887E+00
  0.31712292E+00  0.95072887E+00
  0.32433026E+00  0.95072887E+00
  0.33153760E+00  0.95072887E+00
  0.33874494E+00  0.95072887E+00
  0.34595228E+00  0.95072887E+00
  0.35315962E+00  0.95072887E+00
  0.36036696E+00  0.95072887E+00
  0.36757430E+00  0.95072887E+00
  0.37478164E+00  0.95072887E+00
  0.38198898E+00  0.95072887E+00
  0.38919631E+00  0.95072887E+00
  0.39640365E+00  0.95072887E+00
  0.40361099E+00  0.95072887E+00
  0.41081833E+00  0.95072887E+00
  0.41802567E+00  0.95072887E+00
  0.42523301E+00  0.95072887E+00
  0.43244035E+00  0.95072887E+00
  0.43964769E+00  0.95072887E+00
  0.44685503E+00  0.95072887E+00
  0.45406237E+00  0.95072887E+00
  0.46126971E+00  0.95072887E+00
  0.46847705E+00  0.95072887E+00
  0.47568438E+00  0.95072887E+00
  0.48289172E+00  0.95072887E+00
  0.49009906E+00  0.95072887E+00
  0.49730640E+00  0.95072887E+00
  0.50451374E+00  0.95072887E+00
  0.51172108E+00  0.95072887E+00
  0.51892842E+00  0.95072887E+00
  0.52613576E+00  0.95072887E+00
  0.53334310E+00  0.95072887E+00
  0.54055044E+00  0.95072887E+00
  0.54775778E+00  0.95072887E+00
  0.55496512E+00  0.95072887E+00
  0.56217245E+00  0.95072887E+00
  0.56937979E+00  0.95072887E+00
  0.57658713E+00  0.95072887E+00
  0.58379447E+00  0.95072887E+00
  0.59100181E+00  0.95072887E+00
  0.59820915E+00  0.95072887E+00
  0.60541649E+00  0.95072887E+00
  0.61262383E+00  0.95072887E+00
  0.61983117E+00  0.95072887E+00
  0.62703851E+00  0.95072887E+00
  0.63424585E+00  0.95072887E+00
  0.64145319E+00  0.95072887E+00
  0.64866052E+00  0.95072887E+00
  0.65586786E+00  0.95072887E+00
  0.66307520E+00  0.95072887E+00
  0.67028254E+00  0.95072887E+00
  0.67748988E+00  0.95072887E+00
  0.68469722E+00  0.95072887E+00
  0.69190456E+00  0.95072887E+00
  0.00000000E+00  0.96117644E+00
  0.72073392E-02  0.96117644E+00
  0.14414678E-01  0.96117644E+00
  0.21622017E-01  0.96117644E+00
  0.28829357E-01  0.96117644E+00
  0.36036696E-01  0.96117644E+00
  0.43244035E-01  0.96117644E+00
  0.50451374E-01  0.96117644E+00
  0.57658713E-01  0.96117644E+00
  0.64866052E-01  0.96117644E+00
  0.72073392E-01  0.96117644E+00
  0.79280731E-01  0.96117644E+00
  0.86488070E-01  0.96117644E+00
  0.93695409E-01  0.96117644E+00
  0.10090275E+00  0.96117644E+00
  0.10811009E+00  0.96117644E+00
  0.11531743E+00  0.96117644E+00
  0.12252477E+00  0.96117644E+00
  0.12973210E+00  0.96117644E+00
  0.13693944E+00  0.96117644E+00
  0.14414678E+00  0.96117644E+00
  0.15135412E+00  0.96117644E+00
  0.15856146E+00  0.96117644E+00
  0.16576880E+00  0.96117644E+00
  0.17297614E+00  0.96117644E+00
  0.18018348E+00  0.96117644E+00
  0.18739082E+00  0.96117644E+00
  0.19459816E+00  0.96117644E+00
  0.20180550E+00  0.96117644E+00
  0.20901284E+00  0.96117644E+00
  0.21622017E+00  0.96117644E+00
  0.22342751E+00  0.96117644E+00
  0.23063485E+00  0.96117644E+00
  0.23784219E+00  0.96117644E+00
  0.24504953E+00  0.96117644E+00
  0.25225687E+00  0.96117644E+00
  0.25946421E+00  0.96117644E+00
  0.26667155E+00  0.96117644E+00
  0.27387889E+00  0.96117644E+00
  0.28108623E+00  0.96117644E+00
  0.28829357E+00  0.96117644E+00
  0.29550091E+00  0.96117644E+00
  0.30270824E+00  0.96117644E+00
  0.30991558E+00  0.96117644E+00
  0.31712292E+00  0.96117644E+00
  0.32433026E+00  0.96117644E+00
  0.33153760E+00  0.96117644E+00
  0.33874494E+00  0.96117644E+00
  0.34595228E+00  0.96117644E+00
  0.35315962E+00  0.96117644E+00
  0.36036696E+00  0.96117644E+00
  0.36757430E+00  0.96117644E+00
  0.37478164E+00  0.96117644E+00
  0.38198898E+00  0.96117644E+00
  0.38919631E+00  0.96117644E+00
  0.39640365E+00  0.96117644E+00
  0.40361099E+00  0.96117644E+00
  0.41081833E+00  0.96117644E+00
  0.41802567E+00  0.96117644E+00
  0.42523301E+00  0.96117644E+00
  0.43244035E+00  0.96117644E+00
  0.43964769E+00  0.96117644E+00
  0.44685503E+00  0.96117644E+00
  0.45406237E+00  0.96117644E+00
  0.46126971E+00  0.96117644E+00
  0.46847705E+00  0.96117644E+00
  0.47568438E+00  0.96117644E+00
  0.48289172E+00  0.96117644E+00
  0.49009906E+00  0.96117644E+00
  0.49730640E+00  0.96117644E+00
  0.50451374E+00  0.96117644E+00
  0.51172108E+00  0.96117644E+00
  0.51892842E+00  0.96117644E+00
  0.52613576E+00  0.96117644E+00
  0.53334310E+00  0.96117644E+00
  0.54055044E+00  0.96117644E+00
  0.54775778E+00  0.96117644E+00
  0.55496512E+00  0.96117644E+00
  0.56217245E+00  0.96117644E+00
  0.56937979E+00  0.96117644E+00
  0.57658713E+00  0.96117644E+00
  0.58379447E+00  0.96117644E+00
  0.59100181E+00  0.96117644E+00
  0.59820915E+00  0.96117644E+00
  0.60541649E+00  0.96117644E+00
  0.61262383E+00  0.96117644E+00
  0.61983117E+00  0.96117644E+00
  0.62703851E+00  0.96117644E+00
  0.63424585E+00  0.96117644E+00
  0.64145319E+00  0.96117644E+00
  0.64866052E+00  0.96117644E+00
  0.65586786E+00  0.96117644E+00
  0.66307520E+00  0.96117644E+00
  0.67028254E+00  0.96117644E+00
  0.67748988E+00  0.96117644E+00
  0.68469722E+00  0.96117644E+00
  0.69190456E+00  0.96117644E+00
  0.00000000E+00  0.97162401E+00
  0.72073392E-02  0.97162401E+00
  0.14414678E-01  0.97162401E+00
  0.21622017E-01  0.97162401E+00
  0.28829357E-01  0.97162401E+00
  0.36036696E-01  0.97162401E+00
  0.43244035E-01  0.97162401E+00
  0.50451374E-01  0.97162401E+00
  0.57658713E-01  0.97162401E+00
  0.64866052E-01  0.97162401E+00
  0.72073392E-01  0.97162401E+00
  0.79280731E-01  0.97162401E+00
  0.86488070E-01  0.97162401E+00
  0.93695409E-01  0.97162401E+00
  0.10090275E+00  0.97162401E+00
  0.10811009E+00  0.97162401E+00
  0.11531743E+00  0.97162401E+00
  0.12252477E+00  0.97162401E+00
  0.12973210E+00  0.97162401E+00
  0.13693944E+00  0.97162401E+00
  0.14414678E+00  0.97162401E+00
  0.15135412E+00  0.97162401E+00
  0.15856146E+00  0.97162401E+00
  0.16576880E+00  0.97162401E+00
  0.17297614E+00  0.97162401E+00
  0.18018348E+00  0.97162401E+00
  0.18739082E+00  0.97162401E+00
  0.19459816E+00  0.97162401E+00
  0.20180550E+00  0.97162401E+00
  0.20901284E+00  0.97162401E+00
  0.21622017E+00  0.97162401E+00
  0.22342751E+00  0.97162401E+00
  0.23063485E+00  0.97162401E+00
  0.23784219E+00  0.97162401E+00
  0.24504953E+00  0.97162401E+00
  0.25225687E+00  0.97162401E+00
  0.25946421E+00  0.97162401E+00
  0.26667155E+00  0.97162401E+00
  0.27387889E+00  0.97162401E+00
  0.28108623E+00  0.97162401E+00
  0.28829357E+00  0.97162401E+00
  0.29550091E+00  0.97162401E+00
  0.30270824E+00  0.97162401E+00
  0.30991558E+00  0.97162401E+00
  0.31712292E+00  0.97162401E+00
  0.32433026E+00  0.97162401E+00
  0.33153760E+00  0.97162401E+00
  0.33874494E+00  0.97162401E+00
  0.34595228E+00  0.97162401E+00
  0.35315962E+00  0.97162401E+00
  0.36036696E+00  0.97162401E+00
  0.36757430E+00  0.97162401E+00
  0.37478164E+00  0.97162401E+00
  0.38198898E+00  0.97162401E+00
  0.38919631E+00  0.97162401E+00
  0.39640365E+00  0.97162401E+00
  0.40361099E+00  0.97162401E+00
  0.41081833E+00  0.97162401E+00
  0.41802567E+00  0.97162401E+00
  0.42523301E+00  0.97162401E+00
  0.43244035E+00  0.97162401E+00
  0.43964769E+00  0.97162401E+00
  0.44685503E+00  0.97162401E+00
  0.45406237E+00  0.97162401E+00
  0.46126971E+00  0.97162401E+00
  0.46847705E+00  0.97162401E+00
  0.47568438E+00  0.97162401E+00
  0.48289172E+00  0.97162401E+00
  0.49009906E+00  0.97162401E+00
  0.49730640E+00  0.97162401E+00
  0.50451374E+00  0.97162401E+00
  0.51172108E+00  0.97162401E+00
  0.51892842E+00  0.97162401E+00
  0.52613576E+00  0.97162401E+00
  0.53334310E+00  0.97162401E+00
  0.54055044E+00  0.97162401E+00
  0.54775778E+00  0.97162401E+00
  0.55496512E+00  0.97162401E+00
  0.56217245E+00  0.97162401E+00
  0.56937979E+00  0.97162401E+00
  0.57658713E+00  0.97162401E+00
  0.58379447E+00  0.97162401E+00
  0.59100181E+00  0.97162401E+00
  0.59820915E+00  0.97162401E+00
  0.60541649E+00  0.97162401E+00
  0.61262383E+00  0.97162401E+00
  0.61983117E+00  0.97162401E+00
  0.62703851E+00  0.97162401E+00
  0.63424585E+00  0.97162401E+00
  0.64145319E+00  0.97162401E+00
  0.64866052E+00  0.97162401E+00
  0.65586786E+00  0.97162401E+00
  0.66307520E+00  0.97162401E+00
